Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,__is_canceled__,__is_reversal__
0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,INDICE,FONTE,Fonte AA,ID Origem,Periodo,Chave 1,Chave 2,Chave 3,Chave 3,INFEM_NUM,Nota Fiscal AA,CFOP,BAS_ICMS,VAL_ICMS,BASSUBST_ICMS,VALSUBST_ICMS,Inverter,ABS,NCM,Nome da Origem,CHAVE DA NOTA,EMPRESA,Divisao,FILIAL,CNPJ/CPF,IE,UF,TP_LOC,LOCALIDADE,MOD_DOC,TDOC_COD,IND_CANC,IND_SIT,IND_TRIB_SUBSTRIB,VAL_ISEN_SUBSTRIB,VAL_OUTR_SUBSTRIB,SERIE,INFEM_NUM,NF AA,DTEMIS,DTENTR,CATG_COD,CADG_COD,NUM_ITEM,MATE_COD,UNID_COD_VENDA,DSC,CCUS_COD,CFOP_COD,AA,Listagem CFOP,CNBM_COD,NOPE_COD,UNID_COD_PADRAO,QTD,PES_LIQ,VAL_PRECOUNIT,VAL_PRECOTOT,VAL_DESC,NUM_ROMA,DAT_ROMA,VAL_FRETE,VAL_SEGUR,VAL_DESP,FEDE_COD,TRIBIPI,ALIQ_IPI,BAS_IPI,VAL_IPI,ESTA_COD,ESTB_COD,TRIBICM,ALIQ_ICMS,BAS_ICMS,VAL_ICMS,BASSUBST_ICMS,VALSUBST_ICMS,VAL_REDICMS,ALIQ_DIFICMS,ISENTA_IPI,ISENTA_ICMS,OUTRA_IPI,OUTRA_ICMS,VAL_CONT,COD_CONT,RURAL,PETROLEO,CHASSI,IND_MOV,VAL_REDIPI,NUM01,NUM02,NUM03,VAR01,VAR02,VAR03,VAR04,VAR05,UNIN_COD,TIPI_COD,LIPI_COD,ALIQ_ST,IND_NAT,SIMPLES_NAC,NUM_FCI,VLR_ADN,FCP_DEST,ICMS_DEST,ICMS_ORIG,COD_RRST,COD_MRES,MOD_DARR,DOC_ARRE,BC_ICMS_EMIT,AL_ICMS_EMIT,NUM_RET,SER_RET,DAT_RET,ITEM_RET,CATG_COD_R,CADG_COD_RET,CHAVE_SUBT,NUM_CONTR,TIP_ISENCAO,TAR_APLIC,IND_DESC,QTD_FAT,UF_PREST,CPRB_COD,TSCP_COD,CALC_RET_INSS,ALIQ_INSS,VL_RET_INSS,VL_DED_MAT,DED_ALIMENT,VL_DED_TRANSP,VL_DED_RET,VL_RET_ADIC,VL_RET_ADIC_N,VL_INSS_N_RET,VL_COND_ESP_15,VL_COND_ESP_20,VL_COND_ESP_25,SIST_ORIGEM,USUA_ORIGEM,DATA_CRIACAO,ID_ORIGEM,FCP_PRO,FCP_RET,FCP_ST,ABA_NT,CAIA_COD,QTD_CONV,UNID,VLR_CONV,ICMS_CONV,BC_ICMS_ST_CONV,ICMS_ST_CONV,FCP_ST_CONV,VAL_IPI_NESC,False,False
0.0,1,Fiscal,Entrada,400218393,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,7878199,7878199,2102,NULL,16019.17,NULL,0,NULL,NULL,84713012,NULL,'35250700623904000335550010078781991854960504,TBRA,31SC,3154,623904000335,407262644118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-15 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,7083-2361-8,UNI,MD3Y4BZ/A - 11-inch iPad Wi-Fi 128GB - S,NULL,2102,NULL,NULL,NULL,NULL,NULL,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460551.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,2,Fiscal,Entrada,400218395,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,1215348,1215348,2551,NULL,16312.16,NULL,0,NULL,NULL,85176130,NULL,'35250733067745003908550010012153481097432707,TBRA,64MA,6401,33067745003908,645033455118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-05 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,29001656,UN,L-INDOOR-RBS-LTE-EQNAC-IPI3%-F2866130,NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,233030.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,3,Fiscal,Entrada,400218396,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,1219537,1219537,2406,NULL,23235.91,NULL,14168.24,NULL,NULL,85176130,NULL,'35250733067745003908550010012195371573024212,TBRA,85MN,8501,33067745003908,645033455118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-26 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,29001656,UN,L-INDOOR-RBS-LTE-EQNAC-IPI3%-F2866130,NULL,2406,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207800.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,4,Fiscal,Entrada,400218397,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,1219054,1219054,1551,NULL,41200.13,NULL,0,NULL,NULL,85176130,NULL,'35250733067745003908550010012190541460967620,TBRA,29SP,9001,33067745003908,645033455118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-24 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,29001925,UN,"P.I-L-TX ACES,OUTRO-EQNAC-66,67%-1114018",NULL,1551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228889.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,5,Fiscal,Entrada,400218398,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,886759,886759,2551,NULL,2711.81,NULL,0,NULL,NULL,85076000,NULL,'35250702975504000403550010008867591516650216,TBRA,40DF,4001,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-24 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,28003640,UN,"COML-INFRA-ENERG,GMG,OUT-MATNAC-ICMS 4%",NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67795.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,6,Fiscal,Entrada,400218398,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,886759,886759,2551,NULL,7801.32,NULL,0,NULL,NULL,85371090,NULL,'35250702975504000403550010008867591516650216,TBRA,40DF,4001,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-24 00:00:00,2025-08-01 00:00:00,NULL,NULL,20,28060174,UNI,M_REDE ACESSO RADIO-RAN-MAT-IMP,NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111447.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,7,Fiscal,Entrada,400218398,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,886759,886759,2551,NULL,1398.56,NULL,998.97,NULL,NULL,85044029,NULL,'35250702975504000403550010008867591516650216,TBRA,40DF,4001,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-24 00:00:00,2025-08-01 00:00:00,NULL,NULL,30,28060180,UNI,M_REDE ACESSO RADIO-RAN-MAT-NAC-7%,NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20978.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,8,Fiscal,Entrada,400218398,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,886759,886759,2551,NULL,4553.24,NULL,3252.31,NULL,NULL,85177900,NULL,'35250702975504000403550010008867591516650216,TBRA,40DF,4001,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-24 00:00:00,2025-08-01 00:00:00,NULL,NULL,40,28003729,UN,COML-TXCABOPTICOS-MATNAC-ICMS7%ST5%IPI3%,NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68298.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,9,Fiscal,Entrada,400218399,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,1218587,1218587,1551,NULL,38758.09,NULL,0,NULL,NULL,85176130,NULL,'35250733067745003908550010012185871584924896,TBRA,29SP,9001,33067745003908,645033455118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-22 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,29001925,UN,"P.I-L-TX ACES,OUTRO-EQNAC-66,67%-1114018",NULL,1551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215322.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,10,Fiscal,Entrada,400218400,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,875943,875943,2551,NULL,10706.85,NULL,0,NULL,NULL,85176279,NULL,'35250602975504000403550010008759431442142327,TBRA,37CE,3701,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-06-10 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,28003666,UN,COML-TX OUTRO-EQIMP-ICMS4%,NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267671.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,11,Fiscal,Entrada,400218401,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,885886,885886,2551,NULL,627.07,NULL,0,NULL,NULL,85076000,NULL,'35250702975504000403550010008858861508502228,TBRA,60PA,6001,2975504000403,669447339113,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-07-19 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,28003640,UN,"COML-INFRA-ENERG,GMG,OUT-MATNAC-ICMS 4%",NULL,2551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15676.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
0.0,12,Fiscal,Entrada,400218402,2025-08-01 00:00:00,NULL,NULL,NULL,NULL,1212784,1212784,1551,NULL,38414.37,NULL,0,NULL,NULL,85176130,NULL,'35250633067745003908550010012127841956120538,TBRA,29SP,9001,33067745003908,645033455118,SP,NULL,NULL,55,NFe,N,NULL,NULL,NULL,NULL,1,NULL,NULL,2025-06-25 00:00:00,2025-08-01 00:00:00,NULL,NULL,10,29001925,UN,"P.I-L-TX ACES,OUTRO-EQNAC-66,67%-1114018",NULL,1551,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213413.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False
